Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Modelling and Explaining Online News Preferences","Pattern Recognition - Applications and Methods","","","","10.1007/978-3-642-36530-0_6","Elena HensingerIlias FlaounasNello Cristianini","2013","http://link.springer.com/chapter/10.1007/978-3-642-36530-0_6","Chapter"
"Serendipity in Recommender Systems: A Systematic Literature Review","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-0135-9","Reza Jafari ZiaraniReza Ravanmehr","2021","http://link.springer.com/article/10.1007/s11390-020-0135-9","Article"
"Computer Vision and Robotics","Algorithms for Intelligent Systems","","","","10.1007/978-981-16-8225-4","Dr. Jagdish Chand BansalDr. Andries EngelbrechtProf. Praveen Kumar Shukla","2022","http://link.springer.com/book/10.1007/978-981-16-8225-4","Book"
"An Error Correction Methodology for Time Dependent Ontologies","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-22056-2_52","Brett DruryJ. J. AlmeidaM. H. M. Morais","2011","http://link.springer.com/chapter/10.1007/978-3-642-22056-2_52","Chapter"
"Comparative news summarization using concept-based optimization","Knowledge and Information Systems","","38","3","10.1007/s10115-012-0604-8","Xiaojiang HuangXiaojun WanJianguo Xiao","2014","http://link.springer.com/article/10.1007/s10115-012-0604-8","Article"
"Integrating label propagation with graph convolutional networks for recommendation","Neural Computing and Applications","","","","10.1007/s00521-022-06926-x","Yihao ZhangMeng YuanChu ZhaoMian ChenXiaoyang Liu","2022","http://link.springer.com/article/10.1007/s00521-022-06926-x","Article"
"Translational-Randomwalk Embeddings-Based Recommender Systems: A Pragmatic Survey","Advanced Intelligent Systems for Sustainable Development (AI2SD’2020)","","","","10.1007/978-3-030-90639-9_77","Amina SamihAbderrahim GhadiAbdelhadi Fennan","2022","http://link.springer.com/chapter/10.1007/978-3-030-90639-9_77","Chapter"
"Impact of Recommendations on Advertising-Based Revenue Models","E-Life: Web-Enabled Convergence of Commerce, Work, and Social Life","","","","10.1007/978-3-642-29873-8_11","Philipp BodenbennerMarkus HedwigDirk Neumann","2012","http://link.springer.com/chapter/10.1007/978-3-642-29873-8_11","Chapter"
"Personalization of News for a Logistics Organisation by Finding Relevancy Using NLP","Modern Approaches in Machine Learning and Cognitive Science: A Walkthrough","","","","10.1007/978-3-030-68291-0_16","Rachit GargArvind W KiwelekarLaxman D NetakSwapnil S Bhate","2021","http://link.springer.com/chapter/10.1007/978-3-030-68291-0_16","Chapter"
"Empirical analysis of session-based recommendation algorithms","User Modeling and User-Adapted Interaction","","31","1","10.1007/s11257-020-09277-1","Malte LudewigNoemi MauroSara LatifiDietmar Jannach","2021","http://link.springer.com/article/10.1007/s11257-020-09277-1","Article"
"Do Stars Shine? Comparing the Performance Persistence of Star Sell-Side Analysts Listed by Institutional Investor, the Wall Street Journal, and StarMine","Journal of Financial Services Research","","52","3","10.1007/s10693-016-0258-x","Yury O. KucheevFelipe RuizTomas Sorensson","2017","http://link.springer.com/article/10.1007/s10693-016-0258-x","Article"
"Aggregation of Preferences in Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_22","Gleb BeliakovTomasa CalvoSimon James","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_22","Chapter"
"Video Recommendation Using Neuro-Fuzzy on Social TV Environment","Advanced Computational Methods for Knowledge Engineering","","","","10.1007/978-3-319-17996-4_26","Duc Anh NguyenTrong Hai Duong","2015","http://link.springer.com/chapter/10.1007/978-3-319-17996-4_26","Chapter"
"TRUPI: Twitter Recommendation Based on Users’ Personal Interests","Computational Linguistics and Intelligent Text Processing","","","","10.1007/978-3-319-18117-2_20","Hicham G. ElmonguiRiham MansourHader MorsyShaymaa KhaterAhmed El-SharkasyRania Ibrahim","2015","http://link.springer.com/chapter/10.1007/978-3-319-18117-2_20","Chapter"
"Group Recommender Systems: Combining Individual Models","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_21","Judith Masthoff","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_21","Chapter"
"Group Recommender Systems: Aggregation, Satisfaction and Group Attributes","Recommender Systems Handbook","","","","10.1007/978-1-4899-7637-6_22","Judith Masthoff","2015","http://link.springer.com/chapter/10.1007/978-1-4899-7637-6_22","Chapter"
"Interdisziplinäre Meinungsführerforschung","","","","","10.1007/978-3-658-17786-7","Katrin Jungnickel","2017","http://link.springer.com/book/10.1007/978-3-658-17786-7","Book"
"Personalized Information Gathering Using Implicit User Feedback in a Multiple Personal Device Environment","Computer Science and its Applications","","","","10.1007/978-3-662-45402-2_65","Hocheol Jeon","2015","http://link.springer.com/chapter/10.1007/978-3-662-45402-2_65","Chapter"
"Vertrauen in journalistische Medien aus Sicht der Rezipienten","","","","","10.1007/978-3-658-31154-4","Magdalena Obermaier","2020","http://link.springer.com/book/10.1007/978-3-658-31154-4","Book"
"The mass, fake news, and cognition security","Frontiers of Computer Science","","15","3","10.1007/s11704-020-9256-0","Bin GuoYasan DingYueheng SunShuai MaKe LiZhiwen Yu","2020","http://link.springer.com/article/10.1007/s11704-020-9256-0","Article"
"Computing Science, Communication and Security","Communications in Computer and Information Science","","","","10.1007/978-3-030-76776-1","Nirbhay ChaubeySatyen ParikhKiran Amin","2021","http://link.springer.com/book/10.1007/978-3-030-76776-1","Book"
"Learning Readers’ News Preferences with Support Vector Machines","Adaptive and Natural Computing Algorithms","","","","10.1007/978-3-642-20267-4_34","Elena HensingerIlias FlaounasNello Cristianini","2011","http://link.springer.com/chapter/10.1007/978-3-642-20267-4_34","Chapter"
"Redefining News Delivery—A Case Study of Communication Strategies Using HCI-Based Approach","Research into Design for a Connected World","","","","10.1007/978-981-13-5977-4_57","Subhrajit DattaNandita Bhanja ChaudhuriDebayan Dhar","2019","http://link.springer.com/chapter/10.1007/978-981-13-5977-4_57","Chapter"
"A content-based recommendation algorithm for learning resources","Multimedia Systems","","24","2","10.1007/s00530-017-0539-8","Jiangbo ShuXiaoxuan ShenHai LiuBaolin YiZhaoli Zhang","2018","http://link.springer.com/article/10.1007/s00530-017-0539-8","Article"
"Privacy-preserving federated learning framework in multimedia courses recommendation","Wireless Networks","","","","10.1007/s11276-021-02854-1","YangJie QinMing LiJia Zhu","2022","http://link.springer.com/article/10.1007/s11276-021-02854-1","Article"
"Public Sphere 2.0: Targeted Commenting in Online News Media","Advances in Information Retrieval","","","","10.1007/978-3-030-15719-7_23","Ankan MullickSayan GhoshRitam DuttAvijit GhoshAbhijnan Chakraborty","2019","http://link.springer.com/chapter/10.1007/978-3-030-15719-7_23","Chapter"
"Fine-Grained Evaluation of Knowledge Graph Embedding Models in Downstream Tasks","Web and Big Data","","","","10.1007/978-3-030-60259-8_19","Yuxin ZhangBohan LiHan GaoYe JiHan YangMeng Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-60259-8_19","Chapter"
"Recommendation Engines","Artificial Intelligence for Business","","","","10.1007/978-3-319-97436-1_4","Rajendra Akerkar","2019","http://link.springer.com/chapter/10.1007/978-3-319-97436-1_4","Chapter"
"Negative Feedback in the Language Modeling Framework for Text Recommendation","Advances in Information Retrieval","","","","10.1007/978-3-319-56608-5_63","Hossein Rahmatizadeh ZagheliMozhdeh AriannezhadAzadeh Shakery","2017","http://link.springer.com/chapter/10.1007/978-3-319-56608-5_63","Chapter"
"Food Recommendation Using Ontology and Heuristics","Advanced Machine Learning Technologies and Applications","","","","10.1007/978-3-642-35326-0_42","M. A. El-DosukyM. Z. RashadT. T. HamzaA. H. EL-Bassiouny","2012","http://link.springer.com/chapter/10.1007/978-3-642-35326-0_42","Chapter"
"Customising WAP-based information services on mobile networks","Personal and Ubiquitous Computing","","7","6","10.1007/s00779-003-0247-6","Wei-Po LeeCheng-Che Lu","2003","http://link.springer.com/article/10.1007/s00779-003-0247-6","Article"
"Context-Aware Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_7","Gediminas AdomaviciusAlexander Tuzhilin","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_7","Chapter"
"Evaluating Recommender Systems","Recommender Systems","","","","10.1007/978-3-319-29659-3_7","Charu C. Aggarwal","2016","http://link.springer.com/chapter/10.1007/978-3-319-29659-3_7","Chapter"
"The International Conference on Deep Learning, Big Data and Blockchain (Deep-BDB 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-84337-3","Prof. Irfan AwanProf. Salima BenbernouMuhammad YounasMarkus Aleksy","2022","http://link.springer.com/book/10.1007/978-3-030-84337-3","Book"
"Special issue on recommender system","CCF Transactions on Pervasive Computing and Interaction","","1","4","10.1007/s42486-019-00024-z","Bin GuoXing XieLina YaoYong LiCecilia MascoloXia Hu","2019","http://link.springer.com/article/10.1007/s42486-019-00024-z","Article"
"A Weighted One Class Collaborative Filtering with Content Topic Features","Advances in Multimedia Modeling","","","","10.1007/978-3-642-35728-2_40","Ting YuanJian ChengXi ZhangQinshan LiuHanqing Lu","2013","http://link.springer.com/chapter/10.1007/978-3-642-35728-2_40","Chapter"
"Computational Science – ICCS 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77961-0","Prof. Maciej PaszynskiProf. Dr. Dieter KranzlmüllerDr. Valeria V. KrzhizhanovskayaProf. Jack J. DongarraProf. Dr. Peter M. A. Sloot","2021","http://link.springer.com/book/10.1007/978-3-030-77961-0","Book"
"Preface","Journal of Computer Science and Technology","","26","5","10.1007/s11390-011-0174-3","","2011","http://link.springer.com/article/10.1007/s11390-011-0174-3","Article"
"Fake news detection based on news content and social contexts: a transformer-based approach","International Journal of Data Science and Analytics","","","","10.1007/s41060-021-00302-z","Shaina RazaChen Ding","2022","http://link.springer.com/article/10.1007/s41060-021-00302-z","Article"
"IOT with Smart Systems","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-3945-6","Prof. Tomonobu SenjyuProf. Parakshit MahalleProf. Thinagaran PerumalDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-3945-6","Book"
"EchoFakeD: improving fake news detection in social media with an efficient deep neural network","Neural Computing and Applications","","33","14","10.1007/s00521-020-05611-1","Rohit Kumar KaliyarAnurag GoswamiPratik Narang","2021","http://link.springer.com/article/10.1007/s00521-020-05611-1","Article"
"Title-Aware Neural News Topic Prediction","Chinese Computational Linguistics","","","","10.1007/978-3-030-32381-3_15","Chuhan WuFangzhao WuTao QiYongfeng HuangXing Xie","2019","http://link.springer.com/chapter/10.1007/978-3-030-32381-3_15","Chapter"
"Group recommender system for store product placement","Data Mining and Knowledge Discovery","","33","1","10.1007/s10618-018-0600-z","Jihoi ParkKihwan Nam","2019","http://link.springer.com/article/10.1007/s10618-018-0600-z","Article"
"Application of Hybrid Recommendation in Web-Based Cooking Assistant","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/11893011_101","J. SobeckiE. BabiakM. Słanina","2006","http://link.springer.com/chapter/10.1007/11893011_101","Chapter"
"Recommender Systems in Industry: A Netflix Case Study","Recommender Systems Handbook","","","","10.1007/978-1-4899-7637-6_11","Xavier AmatriainJustin Basilico","2015","http://link.springer.com/chapter/10.1007/978-1-4899-7637-6_11","Chapter"
"Design of an intelligent car radio and music player system","Multimedia Tools and Applications","","72","2","10.1007/s11042-013-1467-z","Ning-Han Liu","2014","http://link.springer.com/article/10.1007/s11042-013-1467-z","Article"
"Propaganda und Prävention","Interkulturelle Studien","","","","10.1007/978-3-658-28538-8","Dr. Josephine B. SchmittJulian ErnstProf. Dr. Diana RiegerProf. Dr. Hans-Joachim Roth","2020","http://link.springer.com/book/10.1007/978-3-658-28538-8","Book"
"Semantics-Enabled User Interest Mining","The Semantic Web. Latest Advances and New Domains","","","","10.1007/978-3-319-18818-8_54","Fattane Zarrinkalam","2015","http://link.springer.com/chapter/10.1007/978-3-319-18818-8_54","Chapter"
"The Future of Journalism in a Sharing Ecology","Sharing News Online","","","","10.1007/978-3-030-17906-9_10","Tim DwyerFiona Martin","2019","http://link.springer.com/chapter/10.1007/978-3-030-17906-9_10","Chapter"
"STRS: Social Network Based Recommender System for Tourism Enhanced with Trust","International Symposium on Distributed Computing and Artificial Intelligence 2008 (DCAI 2008)","","","","10.1007/978-3-540-85863-8_10","Fabian BustosJuan LópezVicente JuliánMiguel Rebollo","2009","http://link.springer.com/chapter/10.1007/978-3-540-85863-8_10","Chapter"
"Deep Learning and Practice with MindSpore","Cognitive Intelligence and Robotics","","","","10.1007/978-981-16-2233-5","Prof. Lei Chen","2021","http://link.springer.com/book/10.1007/978-981-16-2233-5","Book"
"Multistakeholder recommendation: Survey and research directions","User Modeling and User-Adapted Interaction","","30","1","10.1007/s11257-019-09256-1","Himan AbdollahpouriGediminas AdomaviciusRobin BurkeIdo GuyDietmar JannachToshihiro KamishimaJan KrasnodebskiLuiz Pizzato","2020","http://link.springer.com/article/10.1007/s11257-019-09256-1","Article"
"Hybrid Web Recommender Systems","The Adaptive Web","","","","10.1007/978-3-540-72079-9_12","Robin Burke","2007","http://link.springer.com/chapter/10.1007/978-3-540-72079-9_12","Chapter"
"KnowGen: A Knowledge Generation Approach for Tag Recommendation Using Ontology and Honey Bee Algorithm","Artificial Intelligence Systems and the Internet of Things in the Digital Era","","","","10.1007/978-3-030-77246-8_33","N. RoopakGerard Deepak","2021","http://link.springer.com/chapter/10.1007/978-3-030-77246-8_33","Chapter"
"Recommendation of Leaders in Online Social Systems","Foundations of Intelligent Systems","","","","10.1007/978-3-642-34624-8_44","Hao LiuFei YuAn ZengLinyuan Lü","2012","http://link.springer.com/chapter/10.1007/978-3-642-34624-8_44","Chapter"
"Community detection in social recommender systems: a survey","Applied Intelligence","","51","6","10.1007/s10489-020-01962-3","Fabio GasparettiGiuseppe SansonettiAlessandro Micarelli","2021","http://link.springer.com/article/10.1007/s10489-020-01962-3","Article"
